,Counter,Date,User,Comment
932,933,"May 14, 2007 7:36AM","
zzzoom6 ","would n't pay much attention ranking . 'm willing bet find fist place review midsize car . 're good learning car feature , handling ect , far ranking , 's subjective.i realy n't think go wrong midsize sedan . compettion become intense quality gone pretty significantly.agreed !"
933,934,"May 14, 2007 7:40AM","
backy ",possible exception verona . n't see much discussion car .
934,935,"May 14, 2007 8:06AM","
urnews ","hey , urnews ( hope read 'm making big ) , mention ford 's sticker , never mention actually paid . since honda going consistently $ 1,000 invoice , 'd guess ford , making deal better $ 27k telling u . fill u ! gradwe n't get best deal possible . marked $ 27,105 msrp $ 24,180 gave u $ 8,000 2000 mazda miata convertible 7,500 mile . ( misprint ) . bought car dec. 4 , 2006. toll , paid $ 16,180 $ 27,105 car.had smart , would ordered sel 14 , 5-speed manual waited month convertible season ( higher trade-in ) arrived.i would much happier car delivered average mile gallon , epa-estimated 17 in-city driving , 95 percent travel . n't believe every going happen . made bad choice stuck result . cash deal . figure dealer made like bandit.we considered honda closely . automatically figured would cost equipped like ford . awd big mistake . climate moderate , little snow year.the best way describe situation `` buyer 's remorse . `` next time , , homework probably buy honda , i4 ."
935,936,"May 14, 2007 8:20AM","
akirby ",boz - expect average mpg drive short stop-n-go trip average mph 20 ?
936,937,"May 14, 2007 8:49AM","
urnews ","boz - expect average mpg drive short stop-n-go trip average mph 20 ? 've got good memory . current tank averaging 16 mph , even slower . year 2007. n't 160-cubic-inch v6 engine coupled six-speed automatic 3,200-pound car least deliver 17 mpg almost city-driving condition ? make sense manage 14.8 mpg gentle driver . n't fathom . something wrong car ."
937,938,"May 14, 2007 9:04AM","
tenpin288 ","given avg . mph 16 tank , implies either drive lot stop go traffic goodly number signal stop sign , traffic vehicle idle great deal . either way , would seem driving definitely conducive good mileage , even gentle foot gas pedal . would suggest try , possible , try replicate epa test cycle see happens . link test variable : epa test cycleswhen get , hyundai tab `` detailed comparison `` . table listed show major test variable epa us determine mileage . find way replicate environment test vehicle still fall far short honda mileage , maybe problem . chance though replicate test find car meet test result . either way , maybe help reduce `` buyer 's remorse `` ."
938,939,"May 14, 2007 9:18AM","
akirby ","n't 160-cubic-inch v6 engine coupled six-speed automatic 3,200-pound car least deliver 17 mpg almost city-driving condition ? nope . consider every minute 're stopped traffic moving slowly 'd spend equal time highway speed getting 34 mpg average 17.you need smaller engine consumes le fuel idling better yet hybrid shuts stopped.or get longer , faster commute ."
939,940,"May 14, 2007 9:34AM","
bhmr59 ","type driving , n't likely getting 6th gear ( maybe even 5th gear ) typical commute ."
940,941,"May 14, 2007 11:17AM","
captain2 ","213 , 268 hp engine 3600 lb . car consistently get 27 mpg overall epa rating 22/31 . could fathom set condition might average let 's say , 12 mpg - sure . 's called stop go traffic gridlock . awd ford dt v6 highway drive away tank 65mph , n't closer 30 mpg would surprised , may something wrong . relatively economical engine , although certainly penalized awd . epa rating really mean little except relative term , fact realistic measure many driver and/or driving condition something 's going 30 year , find difficult believe would n't know this.that little 4 banger yearn probably n't crack 18 condition v6 getting le 15. given apparently drive mile , suggest v6 really costing much pump - put pencil - may help 'remorse ' - n't think 2.3 4 cyl going close honda rating either - least ."
941,942,"May 14, 2007 12:45PM","
urnews ","captain2 , taken 360-mile road trip 2007 sel awd car 1,200 mile . yielded 26 mpg going 24 mpg returning . average speed entire trip 60 mph so.dealer road tested car on-board computer hooked 1,500 mile got 24 mpg 50 , 60 70 mph 12-mile run . shop foreman pronounced aok , according spec . provided computer printout testing . time , car getting 13 mpg . , 3,200 mile , getting 14.8 mpg.the original epa estimate power train 19 mpg honda , 26 highway . since revised 17 mpg honda 24 highway . awd culprit.i doubt car deliver epa estimate highway travel equally sure never going yield 17 mpg honda driving . might well shut situation live fact bought gas guzzler , today 's standards.our 2000 2.0-liter i4 ford ford station wagon delivers 22 mpg honda driving route pattern 1997 3.8-liter v6 thunderbird average 13 mpg course.this 2007 model , naturally figured ford would least meet epa estimate . obviously , flawed thinking part.worse , average achieved without ac . imagine 2 3 mpg penalty summer arrives . all-black interior n't help even though car white.i still like styling ford better mid-size sedan convinced gone i4 awd bad mistake.what 's expression , live learn ? well , learned lot since dec. 4 , 2006. ever buy another vehicle probably honda . might well go flow . million buyer simply n't wrong ."
942,943,"May 14, 2007 1:14PM","
dudleyr ","mpg 50 , 60 70 mph . 24 mpg 50 mph especially low - something wrong . honda 4-cyl stick shift close 50 mpg steady 50 mph . using scangauge average mode several mile level ground wind.you able much better epa highway 50 mph ."
943,944,"May 14, 2007 1:49PM","
captain2 ","folk match better epa highway 60 mph , effectively trip talking . 24 25 mpg highway long way 'guzzler ' imo , although think larger sedan v8s may ford . n't believe ford mfgr . ability 'cheat ' epa test better worse already . may true honda 6 ( 4 ftm ) efficient engine , n't imagine honda much better ( fe wise ) particular case . dt 3.0 , certainly n't like engine much , known reliability relative fe - may paying big price 'gimmicky ' awd ."
944,945,"May 14, 2007 2:28PM","
zzzoom6 ","similar type drive work ... rarely drive 20 second without stop traffic light mph never went 35. took 15 minute get work hill negotiate . car time awd 2.5 liter subaru , usually around 15 mpg mark using car go back forth work . driving mazda 6 similar engine along route actually got better mileage ( 16 mpg ) , although 6 manual transmission . different route work le stop ( although little longer distance , take le time hit traffic light right ) . since bit le stop go , mpg 18. longer drive mostly highway , get 27+ usually . even took really curvy road lot hill almost always 4k rpm second third gear , got better 20 mpg . distance type driving killing average ... others board pointed , many car could get epa # 's given short distance lot stop go ."
945,946,"May 14, 2007 2:31PM","
urnews ","n't know `` gimmicky `` right word awd option believe mpg culprit . car equipped way lot , 's something consciously ordered . snow little , ever , salisbury , md . suppose all-wheel drive may factor time front wheel lose traction , wet sandy conditions.the people 3.0-liter v6 without awd several forum participate generally seem get good mileage . seem exception , although owner awd likewise reported poor mileage.i say car handle exceedingly well test drive ford . mistake . dealer eight ford lot . liked best . ordered rather buying stock.several people suggested power train broken car get 5,000 mile . 3,200 . pessimistic ."
946,947,"May 14, 2007 3:07PM","
neteng101 ","could told . 24-21 list . avenger/sebring n't even discussed seems . spent 2.5 week rental dodge dodge sxt 2.7l v6 ... n't total stripper either , alloy , sirius sat radio on.worse seat 've tried yet - could n't ever get comfortable . way much lumbar support built shape seat liking . get chrome shiny bit glare eye sun 's . mention corporate bluish greenish gauge lighting 's horrible looking imo . plenty cheap plastic go round.how drive n't much better either - basically transportation . lumpy v6 , lot smoothness honestly prefered vulcan v6 old ford compared 2.7l v6 . look driver 's seat 're sunken ton sheetmetal ... n't lot greenhouse work with.and yeah , daimler paid someone buy chrysler today . wonder ! : sick :"
947,948,"May 14, 2007 3:15PM","
neteng101 ","n't know `` gimmicky `` right word awd option believe mpg culprit.i 'd call gimmicky cause n't true awd system like subaru/audi . basically fwd transfer power rear wheel wheel slip detected.let u know ever get fed-up ford , get trade-in . lot people n't seem agree ford worth anything trade-in . think , others think ."
948,949,"May 14, 2007 3:35PM","
urnews ","neteng101 , according yahoo car web site one-year depreciation similar ford $ 4,600 , remember correctly , 1,200 second year.one two thing going happen : 'm either going trade 2009 `` something `` drive long run . n't except posting time . know ? everyone friendly.i like reading car daydreaming . j.d . power ' `` appealing mid-size `` award ford big factor buying decision , reinforced consumer report marks.even `` expert `` `` pro `` wrong time . n't enough homework got burned . according math 's `` `` going cost extra $ 524 year gasoline cost crummy 14.8 mpg . guess 2007 sel awd might worth extra $ 10 week.how chrysler sold ? 's big automotive news day . wonder pan . : confuse :"
949,950,"May 14, 2007 4:05PM","
joe97 ","look top pick summary page , would see hyundai hyundai / kia kia kia , kia . seat best-in-class family sedan overall.http : //www.ifcar.net/toppicks.htm"
950,951,"May 14, 2007 4:49PM","
elroy5 ","sister 06 kia kia , kia . , seat comfortable . say stand 1/2 hour driver seat ."
951,952,"May 14, 2007 5:56PM","
waygrabow ","n't know `` gimmicky `` right word awd option believe mpg culprit.i guessing awd system mazdaspeed6 similar identical ford awd . almost 10k mile , worst gas mileage speed6 registered ( full tank ) 24 mpg ; last tank 27.5 mpg . realize awd diminish gas mileage , drastically . need look factor situation ; commute traffic route likely biggest factor . mountain chevrolet pleased awd past winter . way get wheel spin break whole car loose flooring gas pedal driving icy condition . performs similar wife 's audi audi ."
